1,(单选题)双峰监管型的代表国家是（）。,<p>A美国</p><p>B日本</p><p>C英国</p><p>D澳大利亚</p>,4,D,澳大利亚和荷兰是"双峰"监管型的代表。,0,0
1,(单选题)以下哪项不是法人的民事权利能力与自然人的民事权力能力的区别。,<p>A起止时间不同</p><p>B差异程度不同</p><p>C范围不同</p><p>D实现方式不同</p>,4,D,民事权利能力与自然人的民事权力能力的区别有起止时间不同，差异程度不同，范围不同。,0,0
1,(单选题)以下哪一项不是代理的法律特征（）,<p>A代理行为是指能够引起民事法律后果的民事法律行为</p><p>B代理人一般应以被代理人的名义从事代理活动</p><p>C代理人在代理权限范围内独立意思表示</p><p>D代理行为的法律后果直接归属代理人</p>,4,D,代理行为的法律后果直接归属被代理人。,0,0
1,(单选题)以下选项中不属于外汇交易的作用的是（）,<p>A满足企业贸易往来的结汇需求</p><p>B满足企业贸易往来的售汇需求</p><p>C满足国家之间开展代理业务和结算收付</p><p>D供市场参与者进行投资或投机的交易活动</p>,4,C,外汇交易即可满足企业贸易往来的结汇，售汇需求，也可供市场参与者进行投资或投机的交易活动。,0,0
1,(单选题)银行给予持卡人一定的信用额度，持法人可在信用额度内先使用，后还款的银行卡称为（）。,<p>A贷记卡</p><p>B借记卡</p><p>C储蓄卡</p><p>D商务卡</p>,4,A,贷记卡是指发卡银行给予持卡人一定的信用额度，持卡人可在信用额度内先使用，后还款的信用卡。,0,0
1,(单选题)银行某工作人员发现同时在给客户介绍理财产品的时候隐瞒了该产品的风险以实现销售目标，则该工作人员（）,<p>A应当立即追究其法律责任</p><p>B可不必过问，因与自己无关</p><p>C应当帮助同事隐瞒，以便增加银行销售额</p><p>D应当及时提示、制止、并视情况向所在机构或有关部门报告</p>,4,D,应当及时提示、制止、并视情况向所在机构或有关部门报告,0,0
1,(单选题)银行业从业人员不包括（）。,<p>A银行工作人员</p><p>B信托公司工作人员</p><p>C汽车金融公司工作人员</p><p>D证券公司工作人员</p>,4,D,银行业在我国是指中国人民银行、监管机构、自律组织，以及在中华人民共和国境内设立的商业银行、城市信用合作社、农村信用合作社等吸收公众存款的金融机构、非银行金融机构(如金融资产管理公司、信托公司、企业集团、财务公司、金融租赁公司、汽车金融公司及货币经济公司等)以及政策性银行。证券公司不属于这一范围。故证券公司工作人员不属于银行业从业人员。,0,0
2,(多选题)《物权法》包括的内容有（）。,<p>A总则</p><p>B所有权</p><p>C用益物权</p><p>D担保物权</p><p>E占有</p>,5,ABCDE,《物权法》通过总则、所有权、用益物权、担保物权、占有等专篇对物权有关内容作了系统规范。,0,0
2,(多选题)按照客户类型对银行理财产品进行分类，可分为（）。,<p>A个人理财产品</p><p>B对公理财产品</p><p>C保证收益理财产品</p><p>D开放式净值型产品</p><p>E封闭式净值型产品</p>,5,AB,按照客户类型分类，银行理财产品可分为个人理财产品和对公理财产品。,0,0
2,(多选题)保证合同应当包括的内容有（）。,<p>A被保证的主债权种类、数额</p><p>B债务人履行债务的期限</p><p>C保证的方式</p><p>D保证担保的范围</p><p>E保证的期间</p>,5,ABCDE,根据《担保法》的规定，保证合同除了选项中的内容以外还包括双方认为约定的其他事项。,0,0
2,(多选题)财富管理业务是为高端个人客户提供财富管理服务，包括（）。,<p>A经营性货款</p><p>B经纪业务</p><p>C支付结算</p><p>D投资建议</p><p>E信托服务</p>,5,BDE,财富管理业务包括有：投资产品、投资建议、经纪业务、投资管理、信托服务等。,0,0
2,(多选题)财务重组顾问是商业银行为因经营管理不善或受外部不利因素影响导致盈利下降、经营亏损、资金短缺、偿债困难等情况的客户提供服务，其作用包括（）。,<p>A提高财务管理效率和质量</p><p>B协助客户与债权人达成和解</p><p>C争取减少债务本金、利息</p><p>D修改其他债务条件以解决财务危机</p><p>E尽早恢复客户正常经营管理</p>,5,BCDE,财务重组顾问是商业银行为因经营管理不善或受外部不利因素影响导致盈利下降、经营亏损、资金短缺、偿债困难等情况的客户提供服务，其作用包括协助客户与债权人达成和解；争取减少债务本金、利息；修改其他债务条件以解决财务危机；尽早恢复客户正常经营管理。,0,0
2,(多选题)出现下列（）情况时，信托终止。,<p>A信托文件规定的终止事由发生</p><p>B信托的存续违反信托目的</p><p>C信托目的已经实现或不能实现</p><p>D信托尚未撤销或被解除</p><p>E信托当事人同意</p>,5,ABCE,出现下列情况时，信托终止：信托文件规定的终止事由发生，信托的存续违反信托目的，信托目的已经实现或不能实现，信托当事人同意，信托被撤销，信托被解除。,0,0
2,(多选题)贷款承诺主要是用于（）。,<p>A指定项目建设</p><p>B有价证券投资</p><p>C融资租凭支付</p><p>D企业经营周转</p><p>E经营租凭支付</p>,5,AD,贷款承诺指应客户的申请，银行对项目进行评估论证，在项目符合银行信贷投向和贷款条件的前提下，对客户承诺在一定的有效期限内，提供一定额度和期限的贷款，用于指定项目建设或企业经营周转。,0,0
2,(多选题)单位结算帐户按用途分为（）。,<p>A特殊存款帐户</p><p>B专用存款帐户</p><p>C基本存款帐户</p><p>D一般存款帐户</p><p>E临时存款帐户</p>,5,BCDE,单位结算帐户又称为单位结算帐户，包括基本存款帐户、一般存款帐户、专用存款帐户和临时存款帐户。,0,0
2,(多选题)董事会作出决议，必须经商业银行全体董事过半通过，而对（）应当由董事2/3以上董事通过方可有效。,<p>A重大投资</p><p>B聘任或解聘高级管理人员</p><p>C资本补充方案</p><p>D财产重组</p><p>E利润分配方案</p>,5,ABCDE,对利润分配方案、重大投资、重大资产处置方案、聘任或解聘高级管理人员、资本补充方案、重大股权变动以及财务重组等重大事项，应当由董事2/3以上董事功过方可有效。,0,0
2,(多选题)犯罪的特征是（）。,<p>A人员复杂性</p><p>B社会危害性</p><p>C影响广泛性</p><p>D刑事违法性</p><p>E发生随时性</p>,5,BD,犯罪的特征包括了两点：（1）社会危害性，（2）刑事违法性,0,0
2,(多选题)风险计量的结果可用于（）。,<p>A客户准入</p><p>B经济成本</p><p>C风险定价</p><p>D绩效考核</p><p>E限额管理</p>,5,ABCDE,风险计量是提升银行精细化管理水平、优化资源配置的基础，风险计量的结果可以用应用于客户准入、授信审批、限额管理、经济成本、风险定价、绩效考核等领域。,0,0
2,(多选题)根据《商业银行法》，按照商业银行的业务活动范围不同，我国境内商业银行分为（）两类,<p>A全国性商业银行</p><p>B农村信用社</p><p>C股份制商业银行</p><p>D区域性商业银行</p><p>E农村商业银行</p>,5,AD,根据《商业银行法》，按照商业银行的业务活动范围不同，我过境内商业银行分为全国性商业银行和区域性商业银行两类。,0,0
2,(多选题)行业的生命周期分为（）。,<p>A初创期</p><p>B萌芽期</p><p>C成长期</p><p>D成熟期</p><p>E衰退期</p>,5,ACDE,一般来说，行业的生命周期分为初创期、成长期、成熟期和衰退期四个阶段。,0,0
2,(多选题)久期管理是商业银行资产负债管理的重要工具，具体指以银行（）分析为基础通过对利率敏感性资产和负债的结构进行积调整，从而实现在利率变动时，银行收益的稳定或增长。,<p>A内部资金转移定价</p><p>B负债久期</p><p>C资产久期</p><p>D收益率曲线</p><p>E无</p>,5,BC,久期管理是商业银行资产负债管理的重要工具，具体指以银行资产久期和负债久期分析为基础，通过对利率敏性资产和负债的结构行积极调整，从而实现在利率变动时银行收益的稳定或增长.,0,0
2,(多选题)零售业务是指为个人或企业提供零售银行服务，主要是一些相对常规的金融服务包括（）,<p>A银行帐户</p><p>B信用卡</p><p>C车贷</p><p>D银行卡</p><p>E支付结算</p>,5,ABCDE,以上都属于零售业务。,0,0
2,(多选题)内部资金转移定价的作用主要表现在（）,<p>A核算区域与成本</p><p>B公平效绩考核</p><p>C衡量银行总体利率风险</p><p>D剥离利率风险</p><p>E减少银行资金风险</p>,5,BD,内部资金转移定价的作用主要表现在公平绩效考核和剥离利率风险两方面。,0,0
2,(多选题)商业银行“三性四自”经营原则包括（）,<p>A安全性</p><p>B自主经营</p><p>C流动性</p><p>D效益性</p><p>E自我约束</p>,5,ABCDE,《商业银行法》规定了商业银行“三性四自”经营原则，即商业银行以安全性、流动性、效益性为经营原则，实行自主经营，自担风险，自负盈亏，自我约束。,0,0
2,(多选题)商业银行的流动性是商业银行满足存款人提取现金、支付到期债务和借款人正常贷款需求的能力，以下关于流动性指标说法正确的是（）。,<p>A2015年6月，国务院常务委员会通过《中华人民共和国商业银行法修正案（草案）》删除存贷比不超过65%的规定，将存贷比由法定监管指标转为流动性检测指标</p><p>B商业银行的流动性覆盖率应当不低于100%</p><p>C优质流动性资产是指在物损失或极小损失的情况下可以容易的、快速变现的资产</p><p>D净稳定资金比例是引导商业银行减少资金运用与资金来源额期限错配。加长期稳定资金来源，满足各类表内外业务对稳定资金的需求</p><p>E流幼性比例是常用的财务指标，是测量企业偿还短期债务的能力，商业银行的流幼性比例应当不低于100%。</p>,5,BCD,A选项应是75%，E选项中流动性比例应当不低于25%。,0,0
2,(多选题)商业银行合规风险管理体系的基本要素包括（）。,<p>A合规风险管理计划</p><p>B合规培训与教育制度</p><p>C合规政策</p><p>D合规管理部门的组织结构和资源</p><p>E合规风险识别和管理流程</p>,5,ABCDE,合规风险管理体系的基本要素包括合规政策、合规管理部门的组织结构和资源、合规风险管理计划、合规风险识别和管理流程、合规培训与教育制度。,0,0
2,(多选题)商业银行是指能够（）等多种业务，以盈利为主要经营目标，经营货币的金融企业。,<p>A吸收公众存款</p><p>B融资融券</p><p>C发放贷款</p><p>D办理结算</p><p>E介绍期货业务</p>,5,ACD,商业银行是指能够吸收公共存款、发放贷款、办理结算等多种业务，以盈利为主要经营目标，经营货币的金融企业。,0,0
2,(多选题)商业银行与客户的业务来往，应当遵循（）的原则。,<p>A平等</p><p>B自愿</p><p>C公平</p><p>D公开</p><p>E诚实信用</p>,5,ABCE,商业银行与客户的业务来往，应当遵循平等、自愿、公平、诚实信用的原则，开展业务应当遵守公平竞争的原则，不得从事不正当竞争。,0,0
2,(多选题)商业银行资本管理的范畴一般包括（）。,<p>A监管资本管理</p><p>B风险资本管理</p><p>C经济资本管理</p><p>D账面资本管理</p><p>E管理资本管理</p>,5,ACD,商业银行资本管理的范畴一般包括监管资本管理、经济资本管理、账面资本管理三个方面。,0,0
2,(多选题)商业银行组织构架是商业银行业务运作和管理实施的组织方式，其主要内容包括（）,<p>A总部部门的设置及其功能和权限的部门之间的相互关系</p><p>B分支机构的功能，权限和部门设置</p><p>C全行业运作的组织构架模式</p><p>D前台，中台，后台，业务运作和管理构架</p><p>E总行对分支机构实施管理的模式</p>,5,ABCE,商业银行组织机构构架是商业银行业务运作和管理实施组织方式，起主要内容包括总部部门的设置及其功能和权限的部门之间的相互关系，分支机构的功能，权限和部门设置，全行业运作的组织构架模式，总行对分支机构实施管理的模式。,0,0
2,(多选题)审慎经营规则是银监会对银行业金融机构提出的核心经营目标包括（）。,<p>A风险管理</p><p>B内部控制</p><p>C资本充足率</p><p>D资产质量</p><p>E损失准备金</p>,5,ABCD,谨慎经营规则是银监会对银行业金融机构提出的核心金融目标包括风险管理、内部控制、资本充足率、资产质量，损失准备金风险集中、险交易、资产流动性等内容。,0,0
2,(多选题)市场约束机制的运行条件包括（）。,<p>A发达的金融市场</p><p>B充分有效的信息披露机制</p><p>C必须拥有维护市场正常运行的完善的法律体系</p><p>D市场参与者具有较强的金融风险意识</p><p>E良好的公司治理机制</p>,5,ABCDE,市场约束机制的运行条件包括：发达的金融市场；充分有效的信息披露机制；必须拥有维护市场正常运行的完善的法律体系：市场参与者具有较弱的金融风险意识；良好的公司治理机制。,0,0
2,(多选题)通货膨胀的治理对策包括（）,<p>A紧缩的货币政策</p><p>B紧缩的财政政策</p><p>C紧缩的收入政策</p><p>D积极的供给政策</p><p>E扩大有效需求</p>,5,ABCD,E选项属于通货紧缩的治理政策。,0,0
2,(多选题)我国《商业银行法》规定，商业银行的经营原则是（）,<p>A安全性</p><p>B盈利性</p><p>C流动性</p><p>D效益性</p><p>E独立性</p>,5,ACD,我国《商业银行法》规定，商业银行以“安全性、流动性、效益性”为经营原则。,0,0
2,(多选题)我国银行监管在探索成形阶段初步形成了机构监管的组织框架主要表现在（）。,<p>A监管手段进丰富</p><p>B增加了非现场监管；并注意与现场检查的配合运用</p><p>C各相关部门独立行使处罚权的状况发生了改变</p><p>D部门执法的局面凸显</p><p>E制度设计上始部分涉及到权责分配激励约束和再监管等方面的内容</p>,5,ABDE,我国银行监管在探索成形阶段初步形成了机构监管的组织框架。一是监管手段进一步丰富增加了非现场监管，并注意与现场检查的配合运用；二是各相关部门独立行使处罚权的状况没有改变且职责进一步增大"部门执法"的局面凸显；三是在制度设计上已经开始部门涉及到权事分配、激励约束和再监督等方面的内容，但仅形成了初步框架还没有对运行机制和监管绩效发挥实质性作用。,0,0
2,(多选题)无权代理的构成要素是（）,<p>A行为人既没有代理权，也没有令人相信其有代理权的事实或理由</p><p>B行为人以本人的名义与他人所为的民事行为</p><p>C第三人须为善意且无过失</p><p>D行为人的行为不违法</p><p>E行为人与第三人具有相应的民事行为能力</p>,5,ABCDE,无权代理的构成要素是：行为人既没有代理权，也没有令人相信其有代理权的事实或理由；行为人以本人的名义与他人所为的民事行为；第三人须为善意且无过失；行为人的行为不违法；行为人与第三人具有相应的民事行为能力。,0,0
2,(多选题)下列关于金融工具的描述中正确的有（）。,<p>A可转换债券兼具债券和股票的特性</p><p>B债券是债权债务凭证而股票是所有权凭证</p><p>C银行承兑汇票属于长期金融工具</p><p>D优先股股东比普通股股东享有更大的管理权力</p><p>E企业债券属于直接融资工具</p>,5,BE,可转换债券兼具债券期权的特性；银行承兑汇票属于短期金融工具，优先股股东一般没有参与公司的表决权。,0,0
2,(多选题)下列行为中，符合银行业从业人员职业操守规定的有（）。,<p>A禁止员工在任何单位兼职</p><p>B离职时终止劳动合同</p><p>C为节约成本，使用盗版软件</p><p>D公开所在机构的商业秘密</p><p>E按标准进行业务活动支出</p>,5,BE,在允许兼职范围内，员工是可以在本机构内部兼职和非营利性组织担任兼职的。,0,0
2,(多选题)信贷准入策略考虑的因素包括（）。,<p>A客户的信用等级</p><p>B客户的财务状况</p><p>C客户的经营状况</p><p>D客户的风险承受能力</p><p>E风险调整后收益</p>,5,ABCE,常见的信贷准入策略考虑的因素包括客户的信用等级、客户的财务与经营状况、风险调整后收益（RAROC）等。,0,0
2,(多选题)信用风险缓释功能可以体现为（）的降低。,<p>A违约概率</p><p>B违约损失率</p><p>C预期损失</p><p>D违约风险暴露</p><p>E有效期限</p>,5,ABD,信用风险缓释功能可以体现为违约概率、违约损失率或违约风险暴露的下降。,0,0
2,(多选题)遗嘱的形式包括（）,<p>A口头遗嘱</p><p>B录音遗嘱</p><p>C代书遗嘱</p><p>D公证遗嘱</p><p>E书面遗嘱</p>,5,ABCD,遗嘱的形式包括公证遗嘱、代书遗嘱、自书遗嘱、录音遗嘱、口头遗嘱五种形式。,0,0
2,(多选题)以下哪些权利可以出质（）。,<p>A汇票</p><p>B债权</p><p>C提单</p><p>D应收账款</p><p>E存款</p>,5,ABCDE,《物权法》第二百二十三条规定。,0,0
2,(多选题)以下属于商业银行内部控制措施的是（）。,<p>A会计核算</p><p>B外包管理</p><p>C公司治理</p><p>D内控制度</p><p>E风险识别</p>,5,ABDE,商业银行的内部控制措施主要包括：内控制度、风险识别，信息系统管理，岗位设置、员工管理、授权管理、会计核算、监控对账、外包管理和投诉处理。,0,0
2,(多选题)以下说法正确的是（）。,<p>A会员大会的执行机构为理事会</p><p>B理事会在会员大会闭会期间负责领导协会开展日常工作</p><p>C理事会闭会期间，监事会行使理事会职责</p><p>D监事会由监事长1名、监事若干名组成，常务理事会需要会长1名、专职副会长1名</p><p>E无</p>,5,ABD,会员大会的执行机构为理事会，会员大会理事会在会员大会闭会期间负责领导办会开展日常工作。理事会因会期间，常务理事会行使理事会职责。常务理事会由会长1名、专职副会长1名、副会长若干名、秘书长1名担成。,0,0
2,(多选题)银行保函根据担保银行承担风险的不同及管理的需要，可分为（）。,<p>A融资类保函</p><p>B非融资类保函</p><p>C贷款保函</p><p>D证券投资保函</p><p>E外汇交易保函</p>,5,AB,银行保函根据担保银行承担风险的不同及管理的需要，可分为融资类保函和非融资类保函两大类。,0,0
2,(多选题)银行的全面风险管理包含（）的方面的内容。,<p>A风险管理组织体系的构建</p><p>B风险偏好制定</p><p>C风险管理流程建设</p><p>D信息系统和风向管理技术提升</p><p>E风向管理文化塑造</p>,5,ABCDE,具体到银行而言，全面风险管理强调将信用风险、市场风险、操作风险、流动风险等银行承担的所有实质性风险纳入到统一的风险管理框架中，涉及从董事会、高级管理部门，到风险管理部门、业务部门、分支机构等多个层面，包括风险偏好制定、风险管理组织体系构建、风险管理政策完善、风险管理流程建设，信息系统和风险管理技术提升、风险管理文化塑造等多方面的内容。,0,0
2,(多选题)银行吸收一笔原始存款能够创造多少存款货币要受到（）因素的影响。,<p>A法定存款准备金率</p><p>B现金漏损率</p><p>C超额准备金率</p><p>D活期存款的存款准备金率</p><p>E定期存款的存款准备金率</p>,5,ABCE,银行吸收一笔原始存款能够创造多少存款货币，要受到法定存款准备金率、现金漏损率、超额准备金率；定期存款的存款准备金率等许多因素的影响。,0,0
3,(判断题)2015年3月31日，国务院公布的《存款保险条例》。,<p>A正确</p><p>B错误</p>,2,A,2015年3月31日，国务院公布的《存款保险条例》，于2015年5月1日起正式实施。,0,0
3,(判断题)超额准备金率和活期存款总额是同向比例关系。,<p>A正确</p><p>B错误</p>,2,B,根据我国银监会制定的《商业银行风险监管核心指标》，人民币超额准备金率=(在中国人民银行超额准备金存款+库存现金)/人民币各项存款期末余额×100％。公式中各项存款包括人民币的活期存款、定期存款、应解汇款、保证金，不含财政性存款和委托存款。应该是反向比例关系,0,0
3,(判断题)法定夫妻财产制优先于约定夫妻财产制适用()。,<p>A正确</p><p>B错误</p>,2,B,约定夫妻财产制是指夫妻双方通过协商对婚前、婚后取得的财产的归属、处分以及在婚姻关系解除后的财产分割达成的协议，并优先于法定夫妻财产制适用的夫妻财产制度，又称有契约财产制度，是意思自治原则在婚姻法中的贯彻和体现。,0,0
3,(判断题)夫妻在婚姻关系存续期间，任何一方所得财产，均属于夫妻共同财产。,<p>A正确</p><p>B错误</p>,2,A,夫妻在婚姻关系存续期间，任何一方所得财产，均属于夫妻共同财产。,0,0
3,(判断题)国际收支是影响汇率变动的最重要的因素。,<p>A正确</p><p>B错误</p>,2,A,国际收支是影响汇率变动的最重要的因素。,0,0
3,(判断题)货币的支付手段造成了支付危机和信用危机的可能,<p>A正确</p><p>B错误</p>,2,A,货币支付手段的消极影响表现在：是商品生产者之间形成错综复杂的债权债务关系，扩大了商品经济的矛盾，存在支付危机和信用危机的可能性。,0,0
3,(判断题)货市执行流通手段不需要具有价值，不可以用符号代替,<p>A正确</p><p>B错误</p>,2,B,货币执行流通手段的特点：第一，是现实的货币，第二，不需要十足价值，也可以用符号替代。,0,0
3,(判断题)监事会应积极审查薪酬体系的设计及运行情况，并进行监控评估，确保其按既定目标运作（）。,<p>A正确</p><p>B错误</p>,2,B,监事会应积极审查薪酬体系的设计及运行情况，并进行监控评估，确保其按既定目标运作,0,0
3,(判断题)经营租凭保函是指融资合同项下的租金支付提供的担保。（）,<p>A正确</p><p>B错误</p>,2,B,经营租凭保函是指为经营租凭合同项下的租金支付提供担保。,0,0
3,(判断题)丧偶儿媳对公、婆尽了主要赡养义务的，作为第一顺序继承人。（）,<p>A正确</p><p>B错误</p>,2,A,丧偶儿媳对公、婆尽了主要赡养义务的，作为第一顺序继承人。,0,0
3,(判断题)商业银行根据业务需要可以在中华人民共和国境内外设立分支机构（）,<p>A正确</p><p>B错误</p>,2,A,商业银行根据业务需要可以在中华人民共和国境内外设立分支机构,0,0
3,(判断题)收购兼并顾问是商业银行为客户收购、出售、分立、合并和资产换置等提供建议方案，并参与整个过程的策划和操作，协助客户实现经营策略的调整。,<p>A正确</p><p>B错误</p>,2,A,收购兼并顾问是商业银行为客户收购、出售、分立、合并和资产换置等提供建议方案，并参与整个过程的策划和操作，协助客户实现经营策略的调整。,0,0
3,(判断题)我国存款保险制度中被保险存款只能是投保机构吸收的人民币存款。,<p>A正确</p><p>B错误</p>,2,B,被投保存款包括投保机构吸收的人民币存款和外币存款。,0,0
3,(判断题)遗嘱人以不同形式立有多份内容相抵触的遗嘱其中有公证遗嘱的，以最后所立的公证遗嘱为准。,<p>A正确</p><p>B错误</p>,2,A,遗嘱人以不同形式立有多份内容相抵触的遗嘱其中有公证遗嘱的，以最后所立的公证遗嘱为准。,0,0
3,(判断题)政府政策的核心是产业结构政策和产业监督政策。（）,<p>A正确</p><p>B错误</p>,2,B,政府政策的核心是产业结构政策和产业组织政策。,0,0
