1,(单选题)民法调整的对象包括两大类，分别是平等主体之间的（）,<p>A人生关系财产关系</p><p>B人身关系财产关系</p><p>C人身关系社会关系</p><p>D人生关系经济关系</p>,4,B,民法调整的对象包括两大类，分别是平等主体之间的人身关系和财产关系。,0,0
1,(单选题)以下哪项不是表现代理的构成要件？（）,<p>A代理人有权代理</p><p>B相对人主观上为善意</p><p>C客观上有使相对人相信无权代理人具有代理人的情形</p><p>D相对人基于这个客观情形而与无权代理人具有代理权的情形</p>,4,A,表现代理人是代理人无权代理的情况。,0,0
1,(单选题)以下哪项财产可以抵押？（）。,<p>A建筑物和其他土地附着物</p><p>B土地所权</p><p>C学校</p><p>D宅基地</p>,4,A,《物权法》规定建筑物和其他土地附着物可以用来抵押。,0,0
1,(单选题)以下说法正确的是（）。,"<p>A2015年5月1日，国务院公布《存款保险条例》</p><p>B存款保险实行限额偿付,最高偿付限额为人民币100万元</p><p>C人民法院裁定受理对投保机构的破产申请时，存款人无权要求存款保险基金管理机构使用存款保险基金偿付存款人的被保险存款</p><p>D被保险存款包括投保机构吸收的人民币存款和外币存款</p>",4,D,2015年3月31日，国务院公布《存款保险条例》，并于2015年5月1日起正式实施。存款保险实行限额偿付，最高偿付限额为人民币50万元。人民法院裁定受理对投保机构的破产申请时，存款人有权要求存款保险基金管理机构使用存款保险基金偿付存款人的被保险存款。,0,0
1,(单选题)银行的最高权力机构是（）。,<p>A董事会</p><p>B监事会</p><p>C股东大会</p><p>D高级管理层</p>,4,C,股东大会是银行的最高权力机构。,0,0
1,(单选题)银行面临的主要市场风险是（）。,<p>A汇率风险</p><p>B利率风险</p><p>C商品价格风险</p><p>D股票价格风险</p>,4,B,利率风险是银行面临的主要市场风险。,0,0
1,(单选题)银行要按照（）原则对信贷资金的投向、金额、期限利率等贷款内容和条件进行最终决策，逐级签署审批意见。,<p>A审贷独立、分级审批</p><p>B审贷分离、分级审批</p><p>C审贷独立、逐一审批</p><p>D审贷分离、逐一审批</p>,4,B,银行要按照“审贷分离、分级审批”的原则对信贷资金的投向、金额、期限利率等贷款内容和条件进行最终决策，逐级签署审批意见。,0,0
2,(多选题)《商业银行法》规定，商业银行因（）而终止。,<p>A解散</p><p>B被撤销</p><p>C被宣告破产</p><p>D接管</p><p>E暂停经营</p>,5,ABC,《商业银行法》规定，商业银行因解散、被撤销和被宣告破产而终止。,0,0
2,(多选题)按照本金与收益关系对银行理财产品进行分类，可分为（）,<p>A非保本浮动收益理财产品</p><p>B开放式净增产品</p><p>C保本浮动收益理财产品</p><p>D个人理财产品</p><p>E保证收益理财产品</p>,5,ACE,按照本金与收益关系对银行理财产品进行分类，可分为非保本浮动收益理财产品、保本浮动收益理财产品、保证收益理财产品。,0,0
2,(多选题)按照理财产品形态分类，银行理财产品可分为（）,<p>A开放式净值型产品</p><p>B封闭式净值型产品</p><p>C开放式交易型产品</p><p>D开放式非净值型产品</p><p>E封闭式非净值型产品</p>,5,ABDE,按照理财产品形态分类，银行理财产品可分为开放式净值型产品，开放式非净值型产品，封闭式非净值型产品。,0,0
2,(多选题)标准化化理财投资是指商业银行将理财销售母鸡的理财资金直接或者间接投资于（）等在公开市场交易且有公允价值和较高流动性的标准化金融工具。,<p>A证券</p><p>B债券</p><p>C基金</p><p>D股票</p><p>E外汇</p>,5,BDE,标准化理财投资是指商业银行将理财销售母鸡的理财资金直接或者间接投资于债券、股票、外汇等在公开市场交易且有公允价值和较高流动性的标准化金融工具。,0,0
2,(多选题)财务融资顾问是指商业银行对客户（）进行科学分析比较基础上，运用多种形式的融资工具，为客户设计新的结构性融资方案，协助客户合理调整融资结构，降低融资成本。,<p>A融资方案</p><p>B融资工具</p><p>C融资结构</p><p>D融资成本</p><p>E融资对象</p>,5,CD,财务融资顾问是指商业银行对客户融资结构和融资成本进行科学分析比较基础上，运用多种形式的融资工具，为客户设计新的结构性融资方案，协助客户合理调整融资结构，降低融资成本。,0,0
2,(多选题)出票人（持票人）向银行申请办理承兑行和贴现时，承兑行和贴现机构应按照支付结算制度的相关规定，对（）进行审核。,<p>A商业汇票的合法合规性</p><p>B商业汇票的真实交易关系</p><p>C商业汇票的债权债务关系</p><p>D出票人（持票人）的真实身份</p><p>E出票人（持票人）的信用记录</p>,5,BC,出票人（持票人）向银行申请办理承兑行和贴现时，承兑行和贴现机构应按照支付结算制度的相关规定，对商业汇票的真实交易关系和债权债务关系进行审核。,0,0
2,(多选题)贷款承诺可分为（）。,<p>A项目货款承诺</p><p>B企业经营周转承诺</p><p>C客户授信额度</p><p>D票据发行便利</p><p>E信贷证明</p>,5,ACDE,货款可分为：项目贷款承诺，客户授信额度和票据发行便利及信贷证明。,0,0
2,(多选题)单位活期存款账户包括（）。,<p>A单位清算账户</p><p>B基本存款账户</p><p>C一般存款账户</p><p>D专用存款账户</p><p>E临时存款账户</p>,5,BCDE,单位活期存款账户又称为单位结算账户，包括基本存款账户、一般存款账户、专用存款账户和临时存款账户。,0,0
2,(多选题)定价管理分为（）。,<p>A外部管理定价</p><p>B盈利增长定价</p><p>C负债产品定价</p><p>D内部价格管理</p><p>E内部资金转移定价管理</p>,5,AE,定价管理分为外部管理定价和内部资金转移定价管理。,0,0
2,(多选题)法人机关一般可以分为（）。,<p>A意思机关</p><p>B执行机关</p><p>C代表机关</p><p>D检查机关</p><p>E监督机关</p>,5,ABCD,法人机关一般可以分为意思机关、、执行机关、代表机关和检查机关。,0,0
2,(多选题)风险缓释的方式（）。,<p>A抵质押品</p><p>B净额结算</p><p>C保证</p><p>D信用衍生工具</p><p>E投资组合</p>,5,ABCD,风险缓释是指银行运用合格的抵质押品、净额结算、保证和信用衍生工具等方式转移和降低信用风险。,0,0
2,(多选题)福费廷是国际贸易融资的一种方式，下列关于福费廷表述正确的有（）,<p>A如果票据拒付，银行无权向出口商追索</p><p>B福费廷包含着出口商买断票据</p><p>C福费廷就是远期票据贴现</p><p>D福费廷属于长期融资，带有长期固定利率的融资性质</p><p>E银行不承担票据拒付的风险</p>,5,ABCD,福费廷包含着出口商买断票据；银行可能承担票据拒付的风险。,0,0
2,(多选题)国家外汇管理局的职责主要包括（）,<p>A研究提出外汇管理体制改革和防范国际收支风险，促进国际收支平衡的政策建议</p><p>B起草外汇管理有关法律法规和部门规章草案</p><p>C负责国际收支，对在债权债务的统计和监测</p><p>D负责全国外汇市场的监督管理工作</p><p>E负责实施外汇监督检查</p>,5,ABCDE,国家外汇管理局的职责主要包括研究提出外汇管理体制改革和防范国际收支风险，促进国际收支平衡的政策建议，起草外汇管理有关法律法规和部门规章草案，负责国际收支，对在债权债务的统计和监测，负责全国外汇市场的监督管理工作，负责实施外汇监督检查。,0,0
2,(多选题)金融工具中的混合工具包括（）。,<p>A股票</p><p>B债券</p><p>C可转换公司债券</p><p>D证券投资基金</p><p>E回购协议</p>,5,CD,按投资者所拥有的权利划分，金融工具可分为债权工具、股权工具扣混合工具，债权工具的代表是债券，股权工具的代表是股票，混合工具的代表是可转换公司债券和证券投资基金。,0,0
2,(多选题)理财业务与传统信贷业务的差异包括（）,<p>A资金来源于银行义务不同</p><p>B交易方式不同</p><p>C投资运作不同</p><p>D业务运作不同</p><p>E交易结构不同</p>,5,ACE,理财业务与传统信贷业务的差异包括资金来源于银行义务不同、交易结构不同、风险因素不同。,0,0
2,(多选题)内部评级法分为（）。,<p>A初级内部评价法</p><p>B高级内部评价法</p><p>C中级内部评价法</p><p>D零售内部评价法</p><p>E非零售内部评价法</p>,5,AB,内部评级法分为初级内部评价法和高级内部评价法。,0,0
2,(多选题)区域经济分析主要是从经济发展的角度对区域经济发展的水平及所处的（）进行分析。,<p>A发展阶段</p><p>B区域产业结构</p><p>C市场构成</p><p>D地域结构</p><p>E企业数量</p>,5,BD,区域经济分析主要是从经济发展的角度对区域经济发展的水平及所处的区域产业结构和地域结构进行分析。,0,0
2,(多选题)商业银行的风险管理组织架构包括（）等部们。,<p>A董事会及专门的委员会</p><p>B监事会</p><p>C高级管理层</p><p>D风险管理部门</p><p>E股东大会</p>,5,ABCD,商业银行根据不同的经营环境、经营制度和不同的风险管理要求，设置各自的风险管理组织架构，一般由董事会及专门的委员会、监事会、高级管理层、风险管理部门及其他风险控制部门等组成。,0,0
2,(多选题)商业银行发行金融债券应具备以下条件：（）。,<p>A核心资本充足率不低于4%</p><p>B最近三年连续盈利</p><p>C最近三年没有重大违法、违规行为</p><p>D具有良好的公司治理机制</p><p>E贷款损失准备计提充足</p>,5,ABCDE,商业银行发行金融债券应具备以下条件：具有良好的公司治理机制；核心资本充足率不低于4%；最迟三年连续盈利；贷款损失准备计提充足；风险监管指标符合监管机构的有关规定；最近三年没有重大违法、违规行为；中国人民银行要求的其他条件。,0,0
2,(多选题)商业银行内部控制应当遵循的基本原则是（）,<p>A全覆盖原则</p><p>B制衡性原则</p><p>C审慎性原则</p><p>D相匹配原则</p><p>E客观性原则</p>,5,ABCD,商业银行内部控制应当遵循的基本原则：全覆盖原则、制衡性原则、审慎性原则和相匹配原则。,0,0
2,(多选题)商业银行应将理财业务风险纳入全行风险管理体系，并应积极探索建立理财业务的风险缓释机制，增强风险抵御能力，促进理财业务平稳健康发展，依法保护投资者利益，防范（）金融风险。,<p>A系统性</p><p>B非系统性</p><p>C全球性</p><p>D区域性</p><p>E其他风险</p>,5,AD,商业银行应将理财业务风险纳入全行风险管理体系，并应积极探索建立理财业务的风险缓释机制，增强风险抵御能力，促进理财业务平稳健康发展，依法保护投资者利益，防范系统性和区域性金融。,0,0
2,(多选题)商业银行主要的贸易融资工具包括（）。,<p>A信用证</p><p>B押汇</p><p>C保理</p><p>D福费廷</p><p>E贴现</p>,5,ABCD,商业银行主要的贸易融资工具只有四个。,0,0
2,(多选题)商业银行组织构架的形式从内部管理模式划分，可分为（）。,<p>A以区域管理为主的总分行型组织</p><p>B以业务线管理为主的事业部制组织构架</p><p>C矩阵型组织构架</p><p>D以成本为中心的组织构架</p><p>E发展性组织构架</p>,5,ABC,从内部管理模式划分，以区域管理为主的总分行型组织；以业务线管理为主的事业部制组织构架和矩阵型组织构架。,0,0
2,(多选题)上市公司有以下情形之一的，由证券交易所暂停其股票上市交易（）,<p>A公司股本总额、股权分布等发生变化，不再具备上市条件</p><p>B公司不按照规定公开其财务状况</p><p>C公司有重大违法行为</p><p>D公司最近三年连续亏损</p><p>E公司高级管理人员发生重要变动</p>,5,ABCD,ABCD均是正确答案，E不是。,0,0
2,(多选题)市场约束的主题包括（）。,<p>A银监会</p><p>B银行的债权人</p><p>C银行的所有者</p><p>D其他银行</p><p>E评级公司</p>,5,BCDE,市场约束的主体是银行的债权人和所有者以及其他一些金融市场的参考者，如其他银行、金融机构以及评级公司等中介机构。,0,0
2,(多选题)通货膨胀的原因包括（）。,<p>A需求拉动型通货膨胀</p><p>B成本推动型通货膨胀</p><p>C结构型通货膨胀</p><p>D供给结构不合理</p><p>E供求混合推动型通货膨胀</p>,5,ABCE,通货膨胀的原因：（1）需求拉动型通货膨胀（2）成本推动型通货膨胀（3）结构型通货膨胀（4）供求混合推动型通货膨胀,0,0
2,(多选题)我国“一行三会”的金融分业监管格局包括了（）,<p>A中国银监会</p><p>B中国保监会</p><p>C中国证监会</p><p>D政策性银行</p><p>E中国人民银行</p>,5,ABCE,金融分业监管格局包括了中国银行分页监管委员会、中国证券监督管理委员会、中国保险监督管理委员会，它们与中国人民银行共同构成了我国“一行三会”的监管格局。,0,0
2,(多选题)我国银行监管构成的层次包括（）。,<p>A银行自我监管</p><p>B外部监管</p><p>C行业自律</p><p>D市场约束</p><p>E法律制裁</p>,5,ABCD,我国银行监管构成的四个层次：银行自我监管、外部监管、行业自律和市场约束。,0,0
2,(多选题)我国自2020年开始全面实施国际银行业普遍认同的贷款五级分类法，下列哪些是不良贷款（）,<p>A正常类贷款</p><p>B关注类贷款</p><p>C次级类贷款</p><p>D可疑类贷款</p><p>E损失类贷款</p>,5,CDE,我国自2020年开始全面实施国际银行业普遍认同的贷款五级分类法，将贷款分为正常关注次级可疑损失五类，其中前两项称为正常贷款或优良贷款，后三类称为不良贷款。不良贷款率是衡量银行资产质量的最重要指标。,0,0
2,(多选题)下列关于存款在法律上的含义，说法正确的是（）。,<p>A对存款人看，存款是单位和个人在存款机构开立账户存入货币资金的行为</p><p>B对存款机构看，存款是单位和个人在存款机构开立账户存入货币资金的行为</p><p>C从存款机构看，存款是金融机构接受存款人的货币资金，承担对存款人定期支付本息义务的行为</p><p>D从存款机看，存款是金融构接受存款人的货币资金，承担对存款人不定期支付本息义务的行为</p><p>E从存款机构看，存款是金融机构接受存款人的货币资金，承担对存款人定期或不定期支付本息义务的行为</p>,5,AE,存款在法律上的含义可以从两方面来理解。一方面，从存款人来看，存款是单位和个人在存款机构开立账户存入货币资金的行为；另方面，从存款机构看，存款是金融机构接受存款人的货币资金，承担对存款人定期或不定期支付本息义务的行为。,0,0
2,(多选题)下列关于商业银行债券投资的表述正确的有（）。,<p>A投资对象包括国质、公司债券和金融债券等</p><p>B可以平衡流动性和盈利性</p><p>C降低资产组合的风险</p><p>D提高资本充足率</p><p>E是商业银行的一种资产业务</p>,5,ABCDE,商业银行债券投资的目标，主要是平衡流动性和盈利性，并降低资产组合的风险、提高资本充足率，相对于贷款来说，债券的流动性要强得多；而相对于现金资产来说债券的盈利性要高得多，因此债券投资是平衡银行流动性和盈利性的优良工具。同时由于债券投资的管理成本比较低，所投资债券中占主要部分的国债一般不需要缴纳所得税,0,0
2,(多选题)现代管理学研究表明，业务流程是银行的生命线。流程银行的特征包括（）。,<p>A以业务线垂直运作和管理为主</p><p>B中后台集中式运作管理</p><p>C业务流程实现信息化、自动化、标准化和智能化</p><p>D前中后相互分离、相互制约以流程落实内控</p><p>E以客户为中心</p>,5,ABCDE,以上均属于流程银行的特征，除此之外流程银行的特征还包括实施以业务单元纵向为主的矩阵考核方式。,0,0
2,(多选题)信息披露又称信息公开，是指在证券市场上公开发行证券者，将公司财务、经营、投资结构、董事会构成等信息（）予以公开，供投资者、债权人等利益相关者判断证券投资价值，以维护公司股东或债权人的合法权益的法律制度。,<p>A全面</p><p>B完全</p><p>C真实</p><p>D准确</p><p>E及时</p>,5,BCDE,信息技露又称信息公开，是指在证券市场上公开发行证券者，将公司财务、经营、投资结构、董事会构成信息完全、真实、准确、及时地予以公开，供投资者、债权人等利益相关者判断证券投资价值，以维护公司股东或债权人的合法权益的法律制度。,0,0
2,(多选题)遗产按照下列顺序继承（）。,<p>A第一顺序子女，配偶，父母</p><p>B第一顺序父母，子女，配偶</p><p>C第一顺序配偶，子女，父母</p><p>D第二顺序兄弟姐妹，祖父母，外祖父母</p><p>E第二顺序祖父母，外祖父母，兄弟姐妹</p>,5,CD,遗产按照下列顺序继承第一顺序配偶，子女，父母第二顺序兄弟姐妹，祖父母，外祖父母,0,0
2,(多选题)以下关于人均净利润说法正确的是（）,<p>A人均净利润是反映银行效率的重要指标之一</p><p>B人均净利润=（净利润/员工数量）*100%</p><p>C人均净利润数值越大，则人均创作的净利润越多，那么银行的效率值就越高</p><p>D人均净利润是从员工创造性和人力资源管理的角度去度量商业银行效率水平</p><p>E人均净利润是银行创造的净利润总额在职员工人数的对比</p>,5,ABCDE,以上说法均正确。,0,0
2,(多选题)以下属于强制措施的是（）。,<p>A拘留</p><p>B逮捕</p><p>C监视居住</p><p>D拘传</p><p>E取保候审</p>,5,ABCDE,以上五项均属于强制措施。,0,0
2,(多选题)以下属于资产负债管理工具的是（）。,<p>A资产证券化</p><p>B内部资金转移定价</p><p>C经济资本</p><p>D久期管理</p><p>E收益率曲线</p>,5,ABCDE,以下属于资产负债管理工具的是：（1）资产证券化（2）内部资金转移定价（3）经济资本（4）久期管理（5）收益率曲线,0,0
2,(多选题)以业务线管理为主的事业部制组织构架的特点是：全行所有业务划分为若干业务线，总行按业务设立若干事业部，行使本业务线的（）,<p>A经营决策权</p><p>B业务管理权</p><p>C资源调度权</p><p>D绩效考核权</p><p>E独立自主权</p>,5,ABCD,以业务线管理为主的事业部制组织构架的特点是：全行所有业务划分为若干业务线，总行按业务设立若干事业部，行使本业务线的经营决策权、业务管理权、资源调度权和绩效考核权。,0,0
2,(多选题)银行从业人员在了解客户时必须遵循的规则有（）,<p>A银行在与客户建立业务关系时，应当要求客户出示真实有效的身份证证明并进行和核对登记</p><p>B不得为身份不明的客户提供服务或与交易</p><p>C不得为客户开立匿名账户或假名账户</p><p>D客户由其他人代理办理业务时，银行应当对被代理人的身份证或者其他身份证明文件进行核对和登记对代理人则免除此手续</p><p>E保证客户所购买产品的收益率</p>,5,ABC,客户由其他人代理办理业务时，银行应当对被代理人的身份证或者其他身份证明文件进行核对并登记,0,0
2,(多选题)银行是经营风险的企业，要增加利润，提高银行价值就需要控制风险，减少相应的拨备，银行的风险主要表现为（）,<p>A信用风险</p><p>B市场风险</p><p>C操作风险</p><p>D声誉风险</p><p>E利润风险</p>,5,ABCD,风险主要表现为信用风险、操作风险、市场风险、声誉风险。,0,0
3,(判断题)《商业银行法》规定，未经过银监会批准，任何单位和个人不得从事吸收公众存款等商业银行业务，任何单位不得在名称中使用“银行”字样（）。,<p>A正确</p><p>B错误</p>,2,A,《商业银行法》规定，未经过银监会批准，任何单位和个人不得从事吸收公众存款等商业银行业务，任何单位不得在名称中使用“银行”字样.,0,0
3,(判断题)采用贷款人受托支付的，贷款人应要求借款人定期汇总报告贷款资金支付情况，并通过帐户分析、凭证查验、现场调查等方式核查贷款支付是否符合约定用途。（）,<p>A正确</p><p>B错误</p>,2,B,采用贷款人受托支付的，贷款人应审核交易资料是否符合合同约定条件。在审核通过后，将贷款资金通过借款人帐户支付给借款人交易对象。采用借款人支付方式的，贷款人应要求借款人定期汇总报告贷款资金支付情况，并通过帐户分析、凭证查验、现场调查等方式核查贷款支付是否符合约定用途。,0,0
3,(判断题)当一国降低利率或本国利率低于外国利率时，外汇贬值，本币升值,<p>A正确</p><p>B错误</p>,2,B,当一国降低利率或本国利率低于外国利率时，会使资本从本国流出，由此对外汇需求量增大。外汇升值，本币贬值。,0,0
3,(判断题)夫妻共同债务，应当以夫妻共同财产清偿。,<p>A正确</p><p>B错误</p>,2,A,夫妻共同债务，应当以夫妻共同财产清偿。,0,0
3,(判断题)根据《仲裁法》，没有仲裁协议，一方申请仲裁的，仲裁委员会不予受理。,<p>A正确</p><p>B错误</p>,2,A,根据《仲裁法》，没有仲裁协议，一方申请仲裁的，仲裁委员会不予受理。,0,0
3,(判断题)货币乘数的大小决定了商业银行货币供给扩张能力的大小。,<p>A正确</p><p>B错误</p>,2,A,货币乘数的大小决定了商业银行货币供给扩张能力的大小。,0,0
3,(判断题)货币是随着经济发展而产生的是商品生产和商品交发展的产物,<p>A正确</p><p>B错误</p>,2,A,货币是随着经济发展而产生的是商品生产和商品交发展的产物,0,0
3,(判断题)继承开始后，由第一顺序继承人继承，第二继承人不继承。,<p>A正确</p><p>B错误</p>,2,A,继承开始后，由第一顺序继承人继承，第二继承人不继承。,0,0
3,(判断题)经济全球化导致产业的全球性转移，会影响一个国家或地区的行业结构发生重大变化,<p>A正确</p><p>B错误</p>,2,A,经济全球化导致产业的全球性转移，会影响一个国家或地区的行业结构发生重大变化。,0,0
3,(判断题)如果夫妻一方对外负债未用于夫妻共同生活和家庭生活，则不属于夫妻共同债务的范围，配偶不承担偿还责任()。,<p>A正确</p><p>B错误</p>,2,A,夫妻共同债务须用于夫妻共同生活或者家庭生活。如果夫妻一方对外负债未用于夫妻共同生活和家庭生活，则不属于夫妻共同债务的范围，配偶不承担偿还责任。,0,0
3,(判断题)商业银行分支机构在总行授权范围内依法开展业务，其民事责任由总行承担（）,<p>A正确</p><p>B错误</p>,2,A,商业银行分支机构在总行授权范围内依法开展业务，其民事责任由总行承担,0,0
3,(判断题)设立商业银行的注册资本应当是实缴资本（）,<p>A正确</p><p>B错误</p>,2,A,设立商业银行的注册资本应当是实缴资本,0,0
3,(判断题)为了取得权利期权买方需要向期权卖方支付一定的期权费所以与远期、期货不同期权的买方既有权利又有义务,<p>A正确</p><p>B错误</p>,2,B,与远期、期货不同，期权的买方只有权利而没有义务。,0,0
3,(判断题)遗嘱人立有多分遗嘱，内容相抵触的，以第一份的遗嘱为准。,<p>A正确</p><p>B错误</p>,2,B,遗嘱人立有多分遗嘱，内容相抵触的，以最后一份的遗嘱为准。,0,0
3,(判断题)正常情况下利息率与货币需求呈负相关关系。,<p>A正确</p><p>B错误</p>,2,A,正常情况下利息率上升，货币需求减少；利息至下降，货币需求增加，利息率与货币需求呈负相关关系。,0,0
